"","CS12","CS14","CS17","CS19"
"PRCP",0.200039278797591,0.106309417750869,0.0831740275165309,0.197164482282036
"STRA6",0.0388185775740609,0.0239424573533001,0.042057794461693,0.00216555757572036
"LRPPRC",0.379219508072518,0.397265545348265,0.537931415317201,0.420378652480304
"SSB",1.50593862215975,1.36778612645996,0.773321328798134,1.00607859819278
"WDR12",0.208542636367012,0.186407046949289,0.204743800202892,0.135821709574501
"SLC39A8",0.0112437354593374,0.00570532069544678,0.0260839350906892,0.00142749353086455
"UQCRC2",0.676648242280226,0.736049937274068,0.470045807849858,0.646448858431392
"NKD1",0.0325208669581224,0.0457436585817527,0.079649952756614,0.0945979439675398
"CPNE2",0.0689420679561571,0.0243271405967792,0.0709994504607721,0.153072141976553
"G6PC3",0.226043827421406,0.178004949762016,0.134329883899844,0.176589241467015
"DYM",0.137638959952867,0.0900973696498137,0.130719888566911,0.118422813910536
"FKBP10",0.191413401018984,0.0630467343688719,0.113883568270177,0.047946069537373
"RPL13A",3.37708051385425,3.52163743197629,2.41198395128954,3.35164149043805
"PGD",0.635821399336009,0.484458046540083,0.325058511389578,0.375825852346599
"LMO4",0.802981060316169,0.923388740522196,0.476361064431767,0.726066852366167
"IL17RD",0.0508403139337536,0.07105320522278,0.214014498603236,0.082392471845994
"SSBP2",0.359222459797922,0.518859274336867,0.596055490001851,0.42867925822452
"BTF3",2.48894408035996,2.09544947663499,1.08486448790022,1.7321271518916
"MDH2",0.852605356186942,0.720171659643726,0.305954756676362,0.677657005351307
"EBP",0.542573641000877,0.436375653489963,0.154969667145857,0.305052602386004
"EIF3H",1.4021353711909,1.20270868109739,0.543184285668114,0.853284831192634
"HSD17B12",0.520412845554669,0.342148107774942,0.336329495546444,0.400627506906646
"EIF3M",1.28603675043714,0.942341523810744,0.583313565803666,0.614009506666565
"FADS1",0.89647787685873,0.6486309094255,0.513505890140515,0.402658782204431
"ALDOA",0.172732608964544,0.117953446490755,0.0400991195965492,0.0603728143158184
"LYPD6B",0,0.00361438652635751,0.00947585843647775,0.0143544005818296
"CFDP1",1.06093338838598,1.05272426859587,0.587349285060998,0.85805458738494
"OXA1L",0.31057990371829,0.279497528530473,0.208000768182773,0.205725143695
"CCT8",1.60789203703869,1.40568096642555,0.812913202983042,0.921713592571287
